Order_ID,Order_Date,Promised_Delivery_Date,Actual_Delivery_Date,City,Zone,Warehouse_ID,Delivery_Agent_ID,Vendor,Product_Category,Order_Value_INR,Payment_Mode,Promised_Delivery_Days,Actual_Delivery_Days,Delay_Days,Delay_Category,Is_Delayed,Delay_Reason,SLA_Breached,Delivery_Attempts,Month,Quarter,Is_Festive_Season,Is_Monsoon_Season
ORD102527,30-11-2024,05-12-2024,07-12-2024,Pune,West,WH_PUN_01,AGT_0054,XpressBees,Groceries,14228.91,COD,5,7,2,Minor Delay,Yes,High Order Volume,No,1,November,Q4,Yes,No
ORD102528,08-01-2024,11-01-2024,10-01-2024,Mumbai,West,WH_MUM_01,AGT_0144,DTDC,Groceries,626.29,Prepaid,3,3,0,On Time,No,None,No,1,January,Q1,No,No
ORD102529,18-09-2024,20-09-2024,19-09-2024,Bangalore,South,WH_BLR_01,AGT_0113,Ekart,Fashion,13336.44,Prepaid,2,2,0,On Time,No,None,No,1,September,Q3,No,Yes
ORD102530,06-08-2024,09-08-2024,08-08-2024,Hyderabad,South,WH_HYD_01,AGT_0141,BlueDart,Toys,2880.8,COD,3,4,1,Minor Delay,Yes,None,No,1,August,Q3,No,Yes
ORD102531,11-03-2024,14-03-2024,13-03-2024,Chennai,South,WH_CHN_01,AGT_0054,Ecom Express,Toys,6637.27,Prepaid,3,3,0,On Time,No,None,No,1,March,Q1,No,No
ORD102532,21-07-2024,23-07-2024,23-07-2024,Surat,West,WH_SRT_01,AGT_0094,BlueDart,Electronics,5399.21,Prepaid,2,2,0,On Time,No,None,No,1,July,Q3,No,Yes
ORD102533,11-02-2024,12-02-2024,12-02-2024,Indore,Central,WH_IND_01,AGT_0054,Ekart,Beauty,10693.58,Prepaid,1,1,0,On Time,No,None,No,1,February,Q1,No,No
ORD102534,25-01-2024,30-01-2024,03-02-2024,Nagpur,Central,WH_NGP_01,AGT_0049,BlueDart,Home & Kitchen,2065.68,COD,5,9,4,Moderate Delay,Yes,Customer Unavailable,Yes,3,January,Q1,No,No
ORD102535,13-03-2024,15-03-2024,15-03-2024,Surat,West,WH_SRT_01,AGT_0144,Ekart,Beauty,12132.15,Prepaid,2,2,0,On Time,No,None,No,1,March,Q1,No,No
ORD102536,06-11-2024,11-11-2024,10-11-2024,Mumbai,West,WH_MUM_01,AGT_0003,DTDC,Toys,1990.92,COD,5,5,0,On Time,No,None,No,1,November,Q4,Yes,No
ORD102537,15-04-2024,18-04-2024,21-04-2024,Hyderabad,South,WH_HYD_01,AGT_0002,Dunzo,Books,14151.58,COD,3,6,3,Moderate Delay,Yes,Wrong Address,Yes,1,April,Q2,No,No
ORD102538,17-12-2024,20-12-2024,20-12-2024,Mumbai,West,WH_MUM_01,AGT_0126,Delhivery,Sports,8351.94,Prepaid,3,3,0,On Time,No,None,No,1,December,Q4,No,No
ORD102539,02-06-2024,07-06-2024,06-06-2024,Pune,West,WH_PUN_01,AGT_0031,Delhivery,Books,7808.51,Prepaid,5,5,0,On Time,No,None,No,1,June,Q2,No,Yes
ORD102540,04-01-2024,05-01-2024,05-01-2024,Kolkata,East,WH_KOL_01,AGT_0085,Delhivery,Home & Kitchen,9286.82,COD,1,4,3,Moderate Delay,Yes,None,No,1,January,Q1,No,No
ORD102541,24-03-2024,27-03-2024,29-03-2024,Bhopal,Central,WH_BHO_01,AGT_0117,XpressBees,Sports,2127.41,Prepaid,3,5,2,Minor Delay,Yes,Customer Unavailable,No,3,March,Q1,No,No
ORD102542,04-06-2024,07-06-2024,07-06-2024,Surat,West,WH_SRT_01,AGT_0094,XpressBees,Sports,7529.62,COD,3,3,0,On Time,No,None,No,1,June,Q2,No,Yes
ORD102543,24-02-2024,27-02-2024,27-02-2024,Mumbai,West,WH_MUM_01,AGT_0140,Dunzo,Toys,4892.22,COD,3,3,0,On Time,No,None,No,1,February,Q1,No,No
ORD102544,02-10-2024,03-10-2024,07-10-2024,Jaipur,North,WH_JAI_01,AGT_0066,BlueDart,Home & Kitchen,8043.13,Prepaid,1,5,4,Moderate Delay,Yes,Weather Conditions,Yes,1,October,Q4,Yes,No
ORD102545,02-07-2024,09-07-2024,16-07-2024,Indore,Central,WH_IND_01,AGT_0057,Ekart,Groceries,1898.33,COD,7,14,7,Severe Delay,Yes,Route Optimization Failure,Yes,1,July,Q3,No,Yes
ORD102546,25-12-2024,28-12-2024,28-12-2024,Kolkata,East,WH_KOL_01,AGT_0091,Shadowfax,Electronics,9004.42,Prepaid,3,3,0,On Time,No,None,No,1,December,Q4,No,No
ORD102547,27-07-2024,01-08-2024,31-07-2024,Lucknow,North,WH_LKO_01,AGT_0005,XpressBees,Toys,1738.58,Prepaid,5,5,0,On Time,No,None,No,1,July,Q3,No,Yes
ORD102548,05-06-2024,10-06-2024,10-06-2024,Nagpur,Central,WH_NGP_01,AGT_0100,Delhivery,Fashion,13129.63,COD,5,5,0,On Time,No,None,No,1,June,Q2,No,Yes
ORD102549,08-10-2024,11-10-2024,11-10-2024,Mumbai,West,WH_MUM_01,AGT_0043,Shadowfax,Fashion,13686.72,Prepaid,3,3,0,On Time,No,None,No,1,October,Q4,Yes,No
ORD102550,29-02-2024,05-03-2024,05-03-2024,Bangalore,South,WH_BLR_01,AGT_0111,Dunzo,Books,1052.7,Prepaid,5,5,0,On Time,No,None,No,1,February,Q1,No,No
ORD102551,06-02-2024,13-02-2024,12-02-2024,Surat,West,WH_SRT_01,AGT_0064,Delhivery,Fashion,254.43,COD,7,7,0,On Time,No,None,No,1,February,Q1,No,No
ORD102552,19-10-2024,24-10-2024,31-10-2024,Nagpur,Central,WH_NGP_01,AGT_0055,XpressBees,Electronics,7078.15,COD,5,12,7,Severe Delay,Yes,Customer Unavailable,Yes,3,October,Q4,Yes,No
ORD102553,03-10-2024,06-10-2024,05-10-2024,Nagpur,Central,WH_NGP_01,AGT_0061,DTDC,Fashion,7773.46,COD,3,3,0,On Time,No,None,No,1,October,Q4,Yes,No
ORD102554,27-08-2024,29-08-2024,03-09-2024,Lucknow,North,WH_LKO_01,AGT_0071,DTDC,Books,9728.99,COD,2,7,5,Moderate Delay,Yes,Traffic Congestion,Yes,1,August,Q3,No,Yes
ORD102555,24-08-2024,27-08-2024,27-08-2024,Kolkata,East,WH_KOL_01,AGT_0149,Ecom Express,Toys,4264.99,Prepaid,3,3,0,On Time,No,None,No,1,August,Q3,No,Yes
ORD102556,28-03-2024,30-03-2024,30-03-2024,Indore,Central,WH_IND_01,AGT_0091,Dunzo,Books,4379.42,Prepaid,2,2,0,On Time,No,None,No,1,March,Q1,No,No
ORD102557,25-02-2024,26-02-2024,26-02-2024,Lucknow,North,WH_LKO_01,AGT_0119,BlueDart,Sports,3854.86,Prepaid,1,1,0,On Time,No,None,No,1,February,Q1,No,No
ORD102558,06-11-2024,13-11-2024,13-11-2024,Patna,East,WH_PAT_01,AGT_0085,Dunzo,Home & Kitchen,7668.28,COD,7,7,0,On Time,No,None,No,1,November,Q4,Yes,No
ORD102559,06-12-2024,11-12-2024,11-12-2024,Pune,West,WH_PUN_01,AGT_0126,BlueDart,Books,14940.56,Prepaid,5,5,0,On Time,No,None,No,1,December,Q4,No,No
ORD102560,21-12-2024,26-12-2024,25-12-2024,Bhopal,Central,WH_BHO_01,AGT_0050,Delhivery,Beauty,12124.6,COD,5,5,0,On Time,No,None,No,1,December,Q4,No,No
ORD102561,02-12-2024,03-12-2024,02-12-2024,Kolkata,East,WH_KOL_01,AGT_0051,XpressBees,Groceries,5910.38,Prepaid,1,1,0,On Time,No,None,No,1,December,Q4,No,No
ORD102562,30-12-2024,02-01-2025,04-01-2025,Nagpur,Central,WH_NGP_01,AGT_0048,BlueDart,Sports,8787.4,COD,3,6,3,Moderate Delay,Yes,Warehouse Processing Delay,No,1,December,Q4,No,No
ORD102563,14-02-2024,19-02-2024,18-02-2024,Hyderabad,South,WH_HYD_01,AGT_0073,Delhivery,Sports,6960.22,COD,5,5,0,On Time,No,None,No,1,February,Q1,No,No
ORD102564,18-08-2024,25-08-2024,24-08-2024,Lucknow,North,WH_LKO_01,AGT_0124,DTDC,Home & Kitchen,2223.86,Prepaid,7,7,0,On Time,No,None,No,1,August,Q3,No,Yes
ORD102565,08-02-2024,15-02-2024,14-02-2024,Ahmedabad,West,WH_AMD_01,AGT_0011,Dunzo,Sports,8839.63,COD,7,7,0,On Time,No,None,No,1,February,Q1,No,No
ORD102566,17-03-2024,22-03-2024,25-03-2024,Indore,Central,WH_IND_01,AGT_0121,DTDC,Sports,3039.24,COD,5,8,3,Moderate Delay,Yes,Wrong Address,Yes,1,March,Q1,No,No
ORD102567,19-07-2024,21-07-2024,26-07-2024,Patna,East,WH_PAT_01,AGT_0004,Dunzo,Groceries,13918.5,Prepaid,2,7,5,Moderate Delay,Yes,Vehicle Breakdown,Yes,1,July,Q3,No,Yes
ORD102568,02-08-2024,07-08-2024,06-08-2024,Bhopal,Central,WH_BHO_01,AGT_0007,XpressBees,Groceries,13605.98,Prepaid,5,5,0,On Time,No,None,No,1,August,Q3,No,Yes
ORD102569,16-07-2024,21-07-2024,21-07-2024,Kolkata,East,WH_KOL_01,AGT_0095,Shadowfax,Books,3837.74,Prepaid,5,5,0,On Time,No,None,No,1,July,Q3,No,Yes
ORD102570,23-06-2024,24-06-2024,28-06-2024,Kolkata,East,WH_KOL_01,AGT_0056,DTDC,Toys,10629.54,COD,1,5,4,Moderate Delay,Yes,Vehicle Breakdown,Yes,1,June,Q2,No,Yes
ORD102571,26-11-2024,01-12-2024,30-11-2024,Hyderabad,South,WH_HYD_01,AGT_0010,Ecom Express,Books,8711.89,Prepaid,5,5,0,On Time,No,None,No,1,November,Q4,Yes,No
ORD102572,23-09-2024,25-09-2024,25-09-2024,Mumbai,West,WH_MUM_01,AGT_0048,BlueDart,Beauty,10854.96,Prepaid,2,2,0,On Time,No,None,No,1,September,Q3,No,Yes
ORD102573,04-04-2024,11-04-2024,11-04-2024,Surat,West,WH_SRT_01,AGT_0119,Ecom Express,Electronics,10196.54,COD,7,10,3,Moderate Delay,Yes,None,No,1,April,Q2,No,No
ORD102574,04-02-2024,05-02-2024,06-02-2024,Mumbai,West,WH_MUM_01,AGT_0009,DTDC,Books,8822.68,Prepaid,1,2,1,Minor Delay,Yes,Vehicle Breakdown,No,1,February,Q1,No,No
ORD102575,11-08-2024,13-08-2024,13-08-2024,Ahmedabad,West,WH_AMD_01,AGT_0060,XpressBees,Home & Kitchen,2857.47,Prepaid,2,2,0,On Time,No,None,No,1,August,Q3,No,Yes
ORD102576,21-11-2024,28-11-2024,02-12-2024,Lucknow,North,WH_LKO_01,AGT_0041,Delhivery,Toys,1820.25,COD,7,11,4,Moderate Delay,Yes,Customer Unavailable,Yes,2,November,Q4,Yes,No
ORD102577,01-08-2024,02-08-2024,01-08-2024,Indore,Central,WH_IND_01,AGT_0072,Dunzo,Toys,13284.24,Prepaid,1,1,0,On Time,No,None,No,1,August,Q3,No,Yes
ORD102578,20-08-2024,23-08-2024,23-08-2024,Bangalore,South,WH_BLR_01,AGT_0103,BlueDart,Groceries,7441.28,COD,3,3,0,On Time,No,None,No,1,August,Q3,No,Yes
ORD102579,18-03-2024,25-03-2024,24-03-2024,Hyderabad,South,WH_HYD_01,AGT_0075,BlueDart,Beauty,14405.79,Prepaid,7,7,0,On Time,No,None,No,1,March,Q1,No,No
ORD102580,31-07-2024,03-08-2024,03-08-2024,Chennai,South,WH_CHN_01,AGT_0005,Ecom Express,Electronics,2189.71,COD,3,3,0,On Time,No,None,No,1,July,Q3,No,Yes
ORD102581,06-08-2024,08-08-2024,08-08-2024,Surat,West,WH_SRT_01,AGT_0116,XpressBees,Toys,13764.72,COD,2,2,0,On Time,No,None,No,1,August,Q3,No,Yes
ORD102582,26-08-2024,31-08-2024,31-08-2024,Jaipur,North,WH_JAI_01,AGT_0082,Ecom Express,Books,359.3,Prepaid,5,5,0,On Time,No,None,No,1,August,Q3,No,Yes
ORD102583,27-08-2024,28-08-2024,27-08-2024,Ahmedabad,West,WH_AMD_01,AGT_0040,DTDC,Groceries,2262.85,COD,1,1,0,On Time,No,None,No,1,August,Q3,No,Yes
ORD102584,24-09-2024,01-10-2024,08-10-2024,Pune,West,WH_PUN_01,AGT_0031,DTDC,Beauty,13419.68,Prepaid,7,14,7,Severe Delay,Yes,Customer Unavailable,Yes,3,September,Q3,No,Yes
ORD102585,01-01-2024,06-01-2024,11-01-2024,Mumbai,West,WH_MUM_01,AGT_0052,BlueDart,Beauty,644.14,COD,5,10,5,Moderate Delay,Yes,Warehouse Processing Delay,Yes,1,January,Q1,No,No
ORD102586,19-12-2024,24-12-2024,24-12-2024,Delhi,North,WH_DEL_01,AGT_0150,Dunzo,Groceries,14545.8,COD,5,5,0,On Time,No,None,No,1,December,Q4,No,No
ORD102587,07-04-2024,09-04-2024,09-04-2024,Jaipur,North,WH_JAI_01,AGT_0022,DTDC,Sports,2133.01,COD,2,2,0,On Time,No,None,No,1,April,Q2,No,No
ORD102588,23-07-2024,30-07-2024,30-07-2024,Bhopal,Central,WH_BHO_01,AGT_0001,Dunzo,Fashion,8409.04,COD,7,10,3,Moderate Delay,Yes,None,No,1,July,Q3,No,Yes
ORD102589,20-09-2024,25-09-2024,26-09-2024,Nagpur,Central,WH_NGP_01,AGT_0121,BlueDart,Fashion,2682.67,COD,5,6,1,Minor Delay,Yes,High Order Volume,No,1,September,Q3,No,Yes
ORD102590,26-05-2024,28-05-2024,02-06-2024,Bhopal,Central,WH_BHO_01,AGT_0106,DTDC,Groceries,11020.34,COD,2,7,5,Moderate Delay,Yes,High Order Volume,Yes,1,May,Q2,No,No
ORD102591,08-12-2024,09-12-2024,16-12-2024,Delhi,North,WH_DEL_01,AGT_0008,Shadowfax,Toys,910.94,COD,1,8,7,Severe Delay,Yes,Traffic Congestion,Yes,1,December,Q4,No,No
ORD102592,31-03-2024,01-04-2024,07-04-2024,Nagpur,Central,WH_NGP_01,AGT_0009,Ekart,Home & Kitchen,8545.39,Prepaid,1,7,6,Severe Delay,Yes,Weather Conditions,Yes,1,March,Q1,No,No
ORD102593,07-01-2024,14-01-2024,14-01-2024,Delhi,North,WH_DEL_01,AGT_0059,Shadowfax,Toys,5562.44,COD,7,7,0,On Time,No,None,No,1,January,Q1,No,No
ORD102594,02-11-2024,09-11-2024,09-11-2024,Bhopal,Central,WH_BHO_01,AGT_0039,Shadowfax,Groceries,11260.27,COD,7,7,0,On Time,No,None,No,1,November,Q4,Yes,No
ORD102595,05-12-2024,12-12-2024,12-12-2024,Pune,West,WH_PUN_01,AGT_0022,DTDC,Electronics,10083.89,Prepaid,7,7,0,On Time,No,None,No,1,December,Q4,No,No
ORD102596,25-05-2024,27-05-2024,26-05-2024,Pune,West,WH_PUN_01,AGT_0059,Dunzo,Home & Kitchen,14126.19,COD,2,3,1,Minor Delay,Yes,None,No,1,May,Q2,No,No
ORD102597,15-08-2024,20-08-2024,20-08-2024,Bhopal,Central,WH_BHO_01,AGT_0136,BlueDart,Beauty,5782.91,Prepaid,5,5,0,On Time,No,None,No,1,August,Q3,No,Yes
ORD102598,24-06-2024,25-06-2024,25-06-2024,Kolkata,East,WH_KOL_01,AGT_0101,DTDC,Sports,4622.5,Prepaid,1,1,0,On Time,No,None,No,1,June,Q2,No,Yes
ORD102599,17-09-2024,20-09-2024,19-09-2024,Jaipur,North,WH_JAI_01,AGT_0044,Ecom Express,Sports,7805.29,Prepaid,3,3,0,On Time,No,None,No,1,September,Q3,No,Yes
ORD102600,24-01-2024,29-01-2024,01-02-2024,Chennai,South,WH_CHN_01,AGT_0063,Shadowfax,Books,8539.32,COD,5,8,3,Moderate Delay,Yes,Traffic Congestion,Yes,1,January,Q1,No,No
ORD102601,15-03-2024,22-03-2024,23-03-2024,Kolkata,East,WH_KOL_01,AGT_0137,Delhivery,Sports,10418.4,Prepaid,7,8,1,Minor Delay,Yes,Wrong Address,No,1,March,Q1,No,No
ORD102602,29-07-2024,05-08-2024,05-08-2024,Chennai,South,WH_CHN_01,AGT_0092,XpressBees,Fashion,9007.35,Prepaid,7,7,0,On Time,No,None,No,1,July,Q3,No,Yes
ORD102603,22-10-2024,29-10-2024,28-10-2024,Bhopal,Central,WH_BHO_01,AGT_0137,DTDC,Home & Kitchen,12308.2,COD,7,7,0,On Time,No,None,No,1,October,Q4,Yes,No
ORD102604,21-01-2024,26-01-2024,29-01-2024,Mumbai,West,WH_MUM_01,AGT_0085,Shadowfax,Electronics,9991.06,Prepaid,5,8,3,Moderate Delay,Yes,Route Optimization Failure,Yes,1,January,Q1,No,No
ORD102605,06-10-2024,13-10-2024,13-10-2024,Chennai,South,WH_CHN_01,AGT_0073,Delhivery,Groceries,13832.62,Prepaid,7,7,0,On Time,No,None,No,1,October,Q4,Yes,No
ORD102606,15-12-2024,22-12-2024,25-12-2024,Ahmedabad,West,WH_AMD_01,AGT_0027,Dunzo,Home & Kitchen,223.06,Prepaid,7,10,3,Moderate Delay,Yes,Warehouse Processing Delay,Yes,1,December,Q4,No,No
ORD102607,07-10-2024,12-10-2024,11-10-2024,Ahmedabad,West,WH_AMD_01,AGT_0138,Shadowfax,Toys,1346.97,COD,5,6,1,Minor Delay,Yes,None,No,1,October,Q4,Yes,No
ORD102608,18-05-2024,20-05-2024,19-05-2024,Mumbai,West,WH_MUM_01,AGT_0121,Dunzo,Toys,6443.78,COD,2,2,0,On Time,No,None,No,1,May,Q2,No,No
ORD102609,30-05-2024,06-06-2024,10-06-2024,Kolkata,East,WH_KOL_01,AGT_0030,BlueDart,Books,14502.17,Prepaid,7,11,4,Moderate Delay,Yes,Weather Conditions,Yes,1,May,Q2,No,No
ORD102610,08-11-2024,15-11-2024,14-11-2024,Indore,Central,WH_IND_01,AGT_0047,Ecom Express,Sports,6326.84,Prepaid,7,7,0,On Time,No,None,No,1,November,Q4,Yes,No
ORD102611,20-08-2024,21-08-2024,20-08-2024,Nagpur,Central,WH_NGP_01,AGT_0040,Delhivery,Electronics,3879.84,Prepaid,1,1,0,On Time,No,None,No,1,August,Q3,No,Yes
ORD102612,22-05-2024,25-05-2024,24-05-2024,Bhopal,Central,WH_BHO_01,AGT_0105,Shadowfax,Fashion,6415.69,COD,3,3,0,On Time,No,None,No,1,May,Q2,No,No
ORD102613,24-07-2024,26-07-2024,25-07-2024,Jaipur,North,WH_JAI_01,AGT_0108,BlueDart,Toys,13037,Prepaid,2,2,0,On Time,No,None,No,1,July,Q3,No,Yes
ORD102614,10-11-2024,11-11-2024,10-11-2024,Kolkata,East,WH_KOL_01,AGT_0116,Ekart,Groceries,1666.75,Prepaid,1,1,0,On Time,No,None,No,1,November,Q4,Yes,No
ORD102615,02-06-2024,03-06-2024,07-06-2024,Surat,West,WH_SRT_01,AGT_0077,DTDC,Groceries,12155.13,COD,1,5,4,Moderate Delay,Yes,Customer Unavailable,Yes,3,June,Q2,No,Yes
ORD102616,29-06-2024,30-06-2024,29-06-2024,Bhopal,Central,WH_BHO_01,AGT_0126,BlueDart,Home & Kitchen,2081.37,Prepaid,1,1,0,On Time,No,None,No,1,June,Q2,No,Yes
ORD102617,05-04-2024,10-04-2024,09-04-2024,Jaipur,North,WH_JAI_01,AGT_0131,Shadowfax,Books,13606.63,COD,5,8,3,Moderate Delay,Yes,None,No,1,April,Q2,No,No
ORD102618,19-09-2024,21-09-2024,24-09-2024,Kolkata,East,WH_KOL_01,AGT_0087,Ekart,Groceries,1336.59,Prepaid,2,5,3,Moderate Delay,Yes,Weather Conditions,Yes,1,September,Q3,No,Yes
ORD102619,08-02-2024,15-02-2024,15-02-2024,Bangalore,South,WH_BLR_01,AGT_0100,DTDC,Sports,6576.95,Prepaid,7,7,0,On Time,No,None,No,1,February,Q1,No,No
ORD102620,31-12-2024,03-01-2025,08-01-2025,Lucknow,North,WH_LKO_01,AGT_0040,Shadowfax,Electronics,14904,COD,3,8,5,Moderate Delay,Yes,Customer Unavailable,Yes,2,December,Q4,No,No
ORD102621,10-02-2024,12-02-2024,12-02-2024,Hyderabad,South,WH_HYD_01,AGT_0005,Ekart,Home & Kitchen,1503.89,Prepaid,2,2,0,On Time,No,None,No,1,February,Q1,No,No
ORD102622,09-08-2024,14-08-2024,13-08-2024,Hyderabad,South,WH_HYD_01,AGT_0139,Ecom Express,Groceries,11846.57,COD,5,5,0,On Time,No,None,No,1,August,Q3,No,Yes
ORD102623,05-12-2024,10-12-2024,14-12-2024,Nagpur,Central,WH_NGP_01,AGT_0130,BlueDart,Groceries,14726.13,Prepaid,5,9,4,Moderate Delay,Yes,Warehouse Processing Delay,Yes,1,December,Q4,No,No
ORD102624,04-09-2024,06-09-2024,06-09-2024,Indore,Central,WH_IND_01,AGT_0138,Ekart,Beauty,14553.75,Prepaid,2,2,0,On Time,No,None,No,1,September,Q3,No,Yes
ORD102625,23-04-2024,26-04-2024,26-04-2024,Hyderabad,South,WH_HYD_01,AGT_0034,XpressBees,Groceries,7283.03,COD,3,3,0,On Time,No,None,No,1,April,Q2,No,No
ORD102626,19-08-2024,20-08-2024,23-08-2024,Bhopal,Central,WH_BHO_01,AGT_0016,XpressBees,Toys,5193.9,COD,1,4,3,Moderate Delay,Yes,Vehicle Breakdown,Yes,1,August,Q3,No,Yes
ORD102627,24-08-2024,26-08-2024,29-08-2024,Bangalore,South,WH_BLR_01,AGT_0066,Ekart,Books,13853.3,Prepaid,2,5,3,Moderate Delay,Yes,Route Optimization Failure,Yes,1,August,Q3,No,Yes
ORD102628,19-03-2024,22-03-2024,26-03-2024,Mumbai,West,WH_MUM_01,AGT_0076,BlueDart,Toys,14719.39,COD,3,7,4,Moderate Delay,Yes,Vehicle Breakdown,Yes,1,March,Q1,No,No
ORD102629,23-02-2024,01-03-2024,29-02-2024,Delhi,North,WH_DEL_01,AGT_0118,Ecom Express,Books,5491.32,COD,7,7,0,On Time,No,None,No,1,February,Q1,No,No
ORD102630,27-09-2024,30-09-2024,01-10-2024,Hyderabad,South,WH_HYD_01,AGT_0128,Ecom Express,Books,14464.06,COD,3,4,1,Minor Delay,Yes,Weather Conditions,No,1,September,Q3,No,Yes
ORD102631,26-04-2024,28-04-2024,27-04-2024,Nagpur,Central,WH_NGP_01,AGT_0091,Shadowfax,Books,14477.91,Prepaid,2,2,0,On Time,No,None,No,1,April,Q2,No,No
ORD102632,26-08-2024,27-08-2024,03-09-2024,Jaipur,North,WH_JAI_01,AGT_0150,Shadowfax,Books,13383.84,Prepaid,1,8,7,Severe Delay,Yes,Warehouse Processing Delay,Yes,1,August,Q3,No,Yes
ORD102633,30-10-2024,02-11-2024,02-11-2024,Bhopal,Central,WH_BHO_01,AGT_0016,XpressBees,Sports,4227.62,COD,3,3,0,On Time,No,None,No,1,October,Q4,Yes,No
ORD102634,06-03-2024,08-03-2024,07-03-2024,Delhi,North,WH_DEL_01,AGT_0130,XpressBees,Fashion,8702.42,Prepaid,2,2,0,On Time,No,None,No,1,March,Q1,No,No
ORD102635,16-02-2024,23-02-2024,26-02-2024,Ahmedabad,West,WH_AMD_01,AGT_0010,Delhivery,Sports,8313.4,Prepaid,7,10,3,Moderate Delay,Yes,Warehouse Processing Delay,Yes,1,February,Q1,No,No
ORD102636,10-12-2024,13-12-2024,12-12-2024,Jaipur,North,WH_JAI_01,AGT_0118,Ecom Express,Sports,6936.96,Prepaid,3,3,0,On Time,No,None,No,1,December,Q4,No,No
ORD102637,07-03-2024,12-03-2024,12-03-2024,Mumbai,West,WH_MUM_01,AGT_0095,Ecom Express,Sports,1202.53,COD,5,5,0,On Time,No,None,No,1,March,Q1,No,No
ORD102638,22-12-2024,25-12-2024,25-12-2024,Ahmedabad,West,WH_AMD_01,AGT_0007,Shadowfax,Sports,5208.31,COD,3,3,0,On Time,No,None,No,1,December,Q4,No,No
ORD102639,24-06-2024,26-06-2024,26-06-2024,Indore,Central,WH_IND_01,AGT_0077,Delhivery,Toys,2139.96,Prepaid,2,2,0,On Time,No,None,No,1,June,Q2,No,Yes
ORD102640,05-07-2024,06-07-2024,06-07-2024,Jaipur,North,WH_JAI_01,AGT_0016,Ekart,Sports,14139.59,COD,1,4,3,Moderate Delay,Yes,None,No,1,July,Q3,No,Yes
ORD102641,08-12-2024,15-12-2024,22-12-2024,Ahmedabad,West,WH_AMD_01,AGT_0077,Delhivery,Groceries,6006.21,COD,7,14,7,Severe Delay,Yes,Wrong Address,Yes,1,December,Q4,No,No
ORD102642,10-07-2024,13-07-2024,14-07-2024,Bhopal,Central,WH_BHO_01,AGT_0068,Ecom Express,Toys,749.35,Prepaid,3,4,1,Minor Delay,Yes,Vehicle Breakdown,No,1,July,Q3,No,Yes
ORD102643,13-04-2024,20-04-2024,21-04-2024,Ahmedabad,West,WH_AMD_01,AGT_0024,Ekart,Home & Kitchen,12364.63,COD,7,8,1,Minor Delay,Yes,Vehicle Breakdown,No,1,April,Q2,No,No
ORD102644,27-03-2024,30-03-2024,05-04-2024,Patna,East,WH_PAT_01,AGT_0024,DTDC,Electronics,8803.83,COD,3,9,6,Severe Delay,Yes,Customer Unavailable,Yes,2,March,Q1,No,No
ORD102645,15-02-2024,16-02-2024,23-02-2024,Patna,East,WH_PAT_01,AGT_0073,BlueDart,Electronics,5400.69,COD,1,8,7,Severe Delay,Yes,Customer Unavailable,Yes,3,February,Q1,No,No
ORD102646,09-05-2024,11-05-2024,11-05-2024,Lucknow,North,WH_LKO_01,AGT_0030,Delhivery,Fashion,4641.93,Prepaid,2,2,0,On Time,No,None,No,1,May,Q2,No,No
ORD102647,03-06-2024,05-06-2024,10-06-2024,Hyderabad,South,WH_HYD_01,AGT_0046,Ecom Express,Home & Kitchen,7173.92,Prepaid,2,7,5,Moderate Delay,Yes,High Order Volume,Yes,1,June,Q2,No,Yes
ORD102648,24-08-2024,29-08-2024,02-09-2024,Indore,Central,WH_IND_01,AGT_0039,Delhivery,Fashion,4461.76,Prepaid,5,9,4,Moderate Delay,Yes,Vehicle Breakdown,Yes,1,August,Q3,No,Yes
ORD102649,25-03-2024,27-03-2024,26-03-2024,Mumbai,West,WH_MUM_01,AGT_0042,BlueDart,Books,735.59,COD,2,2,0,On Time,No,None,No,1,March,Q1,No,No
ORD102650,26-09-2024,03-10-2024,02-10-2024,Lucknow,North,WH_LKO_01,AGT_0049,Ekart,Sports,8739.18,COD,7,7,0,On Time,No,None,No,1,September,Q3,No,Yes
ORD102651,20-10-2024,27-10-2024,26-10-2024,Delhi,North,WH_DEL_01,AGT_0083,XpressBees,Home & Kitchen,7770.08,Prepaid,7,7,0,On Time,No,None,No,1,October,Q4,Yes,No
ORD102652,14-10-2024,16-10-2024,18-10-2024,Pune,West,WH_PUN_01,AGT_0124,Delhivery,Books,11441.57,COD,2,4,2,Minor Delay,Yes,Vehicle Breakdown,No,1,October,Q4,Yes,No
ORD102653,06-01-2024,13-01-2024,12-01-2024,Delhi,North,WH_DEL_01,AGT_0029,BlueDart,Sports,9332.95,COD,7,7,0,On Time,No,None,No,1,January,Q1,No,No
ORD102654,15-04-2024,17-04-2024,24-04-2024,Hyderabad,South,WH_HYD_01,AGT_0133,DTDC,Fashion,8947.64,COD,2,9,7,Severe Delay,Yes,Weather Conditions,Yes,1,April,Q2,No,No
ORD102655,19-07-2024,24-07-2024,23-07-2024,Ahmedabad,West,WH_AMD_01,AGT_0054,Ecom Express,Fashion,5467.87,COD,5,5,0,On Time,No,None,No,1,July,Q3,No,Yes
ORD102656,20-07-2024,22-07-2024,21-07-2024,Delhi,North,WH_DEL_01,AGT_0008,Dunzo,Sports,1528.41,Prepaid,2,2,0,On Time,No,None,No,1,July,Q3,No,Yes
