Order_ID,Order_Date,Promised_Delivery_Date,Actual_Delivery_Date,City,Zone,Warehouse_ID,Delivery_Agent_ID,Vendor,Product_Category,Order_Value_INR,Payment_Mode,Promised_Delivery_Days,Actual_Delivery_Days,Delay_Days,Is_Delayed,Delay_Reason,SLA_Breached,Delivery_Attempts,Month,Quarter,Is_Festive_Season,Is_Monsoon_Season
ORD102343,2024-04-04 01:53,2024-04-05,2024-04-07,Bhopal,Central,WH_BHO_01,AGT_0072,Ekart,Groceries,1425.04,COD,1,3,2,Yes,Traffic Congestion,No,1,April,Q2,No,No
ORD102344,2024-03-05 16:17,2024-03-12,2024-03-11,Bangalore,South,WH_BLR_01,AGT_0106,Ecom Express,Toys,4683.85,Prepaid,7,7,0,No,None,No,1,March,Q1,No,No
ORD102345,2024-01-25 18:40,2024-02-01,2024-02-01,Jaipur,North,WH_JAI_01,AGT_0071,BlueDart,Fashion,9875.37,Prepaid,7,7,0,No,None,No,1,January,Q1,No,No
ORD102346,2024-04-14 06:58,2024-04-17,2024-04-16,Mumbai,West,WH_MUM_01,AGT_0096,XpressBees,Toys,12601.8,COD,3,3,0,No,None,No,1,April,Q2,No,No
ORD102347,2024-09-26 12:25,2024-10-01,2024-10-04,Patna,East,WH_PAT_01,AGT_0150,XpressBees,Sports,4029.04,COD,5,8,3,Yes,High Order Volume,Yes,1,September,Q3,No,Yes
ORD102348,2024-07-20 01:39,2024-07-25,2024-07-25,Bangalore,South,WH_BLR_01,AGT_0035,Dunzo,Groceries,13981.22,COD,5,5,0,No,None,No,1,July,Q3,No,Yes
ORD102349,2024-11-18 10:47,2024-11-20,2024-11-26,Mumbai,West,WH_MUM_01,AGT_0136,Ekart,Fashion,9417.16,Prepaid,2,8,6,Yes,Weather Conditions,Yes,1,November,Q4,Yes,No
ORD102350,2024-06-27 13:28,2024-06-29,2024-06-29,Bhopal,Central,WH_BHO_01,AGT_0083,Shadowfax,Fashion,11107.27,Prepaid,2,2,0,No,None,No,1,June,Q2,No,Yes
ORD102351,2024-11-28 21:13,2024-12-05,2024-12-06,Nagpur,Central,WH_NGP_01,AGT_0099,Ekart,Fashion,6891.73,COD,7,8,1,Yes,Route Optimization Failure,No,1,November,Q4,Yes,No
ORD102352,2024-08-01 08:13,2024-08-08,2024-08-12,Bangalore,South,WH_BLR_01,AGT_0088,Dunzo,Electronics,4435.28,COD,7,11,4,Yes,Weather Conditions,Yes,1,August,Q3,No,Yes
ORD102353,2024-12-07 18:44,2024-12-14,2024-12-13,Delhi,North,WH_DEL_01,AGT_0077,DTDC,Groceries,6922.86,COD,7,7,0,No,None,No,1,December,Q4,No,No
ORD102354,2024-06-06 19:49,2024-06-08,2024-06-14,Delhi,North,WH_DEL_01,AGT_0133,XpressBees,Groceries,6527.24,COD,2,8,6,Yes,Wrong Address,Yes,1,June,Q2,No,Yes
ORD102355,2024-11-25 10:42,2024-12-02,2024-12-06,Patna,East,WH_PAT_01,AGT_0005,Dunzo,Electronics,6600.44,COD,7,11,4,Yes,Route Optimization Failure,Yes,1,November,Q4,Yes,No
ORD102356,2024-06-15 09:46,2024-06-22,2024-06-29,Kolkata,East,WH_KOL_01,AGT_0127,Dunzo,Beauty,9633.91,COD,7,14,7,Yes,Vehicle Breakdown,Yes,1,June,Q2,No,Yes
ORD102357,2024-06-21 13:51,2024-06-28,2024-06-30,Delhi,North,WH_DEL_01,AGT_0104,Dunzo,Electronics,12476.52,COD,7,9,2,Yes,Traffic Congestion,No,1,June,Q2,No,Yes
ORD102358,2024-05-03 09:55,2024-05-04,2024-05-07,Nagpur,Central,WH_NGP_01,AGT_0032,Delhivery,Electronics,7079.32,Prepaid,1,4,3,Yes,Route Optimization Failure,Yes,1,May,Q2,No,No
ORD102359,2024-11-25 08:29,2024-11-30,2024-11-30,Kolkata,East,WH_KOL_01,AGT_0138,DTDC,Fashion,9276.24,COD,5,5,0,No,None,No,1,November,Q4,Yes,No
ORD102360,2024-03-09 05:22,2024-03-12,2024-03-12,Ahmedabad,West,WH_AMD_01,AGT_0070,Shadowfax,Home & Kitchen,6109.17,Prepaid,3,3,0,No,None,No,1,March,Q1,No,No
ORD102361,2024-11-20 15:19,2024-11-21,2024-11-24,Surat,West,WH_SRT_01,AGT_0096,Shadowfax,Groceries,7093.76,COD,1,4,3,Yes,High Order Volume,Yes,1,November,Q4,Yes,No
ORD102362,2024-10-09 00:53,2024-10-16,2024-10-16,Kolkata,East,WH_KOL_01,AGT_0105,Delhivery,Sports,7366.87,COD,7,7,0,No,None,No,1,October,Q4,Yes,No
ORD102363,2024-01-23 04:50,2024-01-30,2024-01-30,Pune,West,WH_PUN_01,AGT_0043,Ecom Express,Home & Kitchen,9476.84,Prepaid,7,7,0,No,None,No,1,January,Q1,No,No
ORD102364,2024-04-19 23:47,2024-04-22,2024-04-22,Hyderabad,South,WH_HYD_01,AGT_0114,Ecom Express,Books,420.91,Prepaid,3,3,0,No,None,No,1,April,Q2,No,No
ORD102365,2024-02-19 08:46,2024-02-24,2024-02-24,Surat,West,WH_SRT_01,AGT_0143,Delhivery,Books,10847.41,Prepaid,5,5,0,No,None,No,1,February,Q1,No,No
ORD102366,2024-12-31 10:36,2025-01-03,2025-01-02,Kolkata,East,WH_KOL_01,AGT_0032,BlueDart,Beauty,7564.81,COD,3,3,0,No,None,No,1,December,Q4,No,No
ORD102367,2024-01-14 06:38,2024-01-19,2024-01-20,Ahmedabad,West,WH_AMD_01,AGT_0113,Delhivery,Electronics,5316.83,Prepaid,5,6,1,Yes,Route Optimization Failure,No,1,January,Q1,No,No
ORD102368,2024-01-19 12:29,2024-01-26,2024-01-26,Nagpur,Central,WH_NGP_01,AGT_0081,Shadowfax,Groceries,8683.17,COD,7,7,0,No,None,No,1,January,Q1,No,No
ORD102369,2024-02-20 12:57,2024-02-22,2024-02-29,Surat,West,WH_SRT_01,AGT_0103,Dunzo,Beauty,8737.77,Prepaid,2,9,7,Yes,High Order Volume,Yes,1,February,Q1,No,No
ORD102370,2024-05-07 11:12,2024-05-12,2024-05-11,Surat,West,WH_SRT_01,AGT_0126,BlueDart,Beauty,5615.01,COD,5,5,0,No,None,No,1,May,Q2,No,No
ORD102371,2024-08-20 04:08,2024-08-27,2024-08-27,Mumbai,West,WH_MUM_01,AGT_0028,Shadowfax,Home & Kitchen,11719.49,Prepaid,7,7,0,No,None,No,1,August,Q3,No,Yes
ORD102372,2024-04-09 19:00,2024-04-10,2024-04-11,Patna,East,WH_PAT_01,AGT_0111,XpressBees,Books,13675.02,COD,1,2,1,Yes,Route Optimization Failure,No,1,April,Q2,No,No
ORD102373,2024-12-10 07:20,2024-12-15,2024-12-15,Pune,West,WH_PUN_01,AGT_0051,BlueDart,Books,6708.2,Prepaid,5,5,0,No,None,No,1,December,Q4,No,No
ORD102374,2024-12-07 00:42,2024-12-08,2024-12-07,Nagpur,Central,WH_NGP_01,AGT_0007,Ecom Express,Groceries,12098.2,COD,1,1,0,No,None,No,1,December,Q4,No,No
ORD102375,2024-03-30 10:11,2024-04-04,2024-04-10,Jaipur,North,WH_JAI_01,AGT_0130,Ekart,Fashion,12175.21,COD,5,11,6,Yes,Route Optimization Failure,Yes,1,March,Q1,No,No
ORD102376,2024-09-24 12:27,2024-10-01,2024-10-08,Bhopal,Central,WH_BHO_01,AGT_0068,Delhivery,Groceries,10132.45,Prepaid,7,14,7,Yes,Customer Unavailable,Yes,2,September,Q3,No,Yes
ORD102377,2024-03-22 12:05,2024-03-23,2024-03-22,Kolkata,East,WH_KOL_01,AGT_0068,Dunzo,Sports,12667.09,COD,1,1,0,No,None,No,1,March,Q1,No,No
ORD102378,2024-11-18 08:24,2024-11-21,2024-11-20,Surat,West,WH_SRT_01,AGT_0134,Delhivery,Fashion,5715.55,COD,3,3,0,No,None,No,1,November,Q4,Yes,No
ORD102379,2024-12-18 17:42,2024-12-21,2024-12-25,Delhi,North,WH_DEL_01,AGT_0015,Ekart,Sports,2935.57,Prepaid,3,7,4,Yes,Route Optimization Failure,Yes,1,December,Q4,No,No
ORD102380,2024-10-09 20:41,2024-10-16,2024-10-21,Hyderabad,South,WH_HYD_01,AGT_0128,DTDC,Fashion,6751.7,COD,7,12,5,Yes,Vehicle Breakdown,Yes,1,October,Q4,Yes,No
ORD102381,2024-05-13 12:42,2024-05-15,2024-05-16,Delhi,North,WH_DEL_01,AGT_0083,XpressBees,Home & Kitchen,9978.86,Prepaid,2,3,1,Yes,Weather Conditions,No,1,May,Q2,No,No
ORD102382,2024-01-31 03:07,2024-02-02,2024-02-01,Chennai,South,WH_CHN_01,AGT_0131,BlueDart,Home & Kitchen,13684.56,Prepaid,2,2,0,No,None,No,1,January,Q1,No,No
ORD102383,2024-07-21 09:29,2024-07-26,2024-07-31,Ahmedabad,West,WH_AMD_01,AGT_0097,Dunzo,Home & Kitchen,14872.06,COD,5,10,5,Yes,Traffic Congestion,Yes,1,July,Q3,No,Yes
ORD102384,2024-11-05 11:00,2024-11-10,2024-11-14,Bangalore,South,WH_BLR_01,AGT_0038,Dunzo,Fashion,9602.15,Prepaid,5,9,4,Yes,Wrong Address,Yes,1,November,Q4,Yes,No
ORD102385,2024-05-24 17:33,2024-05-31,2024-05-30,Mumbai,West,WH_MUM_01,AGT_0012,XpressBees,Beauty,9903.04,Prepaid,7,7,0,No,None,No,1,May,Q2,No,No
ORD102386,2024-12-09 05:24,2024-12-12,2024-12-12,Hyderabad,South,WH_HYD_01,AGT_0103,Delhivery,Fashion,3962.03,COD,3,3,0,No,None,No,1,December,Q4,No,No
ORD102387,2024-06-14 22:57,2024-06-16,2024-06-15,Mumbai,West,WH_MUM_01,AGT_0004,Dunzo,Electronics,5895.52,COD,2,2,0,No,None,No,1,June,Q2,No,Yes
ORD102388,2024-06-01 04:21,2024-06-02,2024-06-02,Hyderabad,South,WH_HYD_01,AGT_0144,Shadowfax,Fashion,10287.75,Prepaid,1,1,0,No,None,No,1,June,Q2,No,Yes
ORD102389,2024-02-21 06:25,2024-02-28,2024-03-03,Lucknow,North,WH_LKO_01,AGT_0064,Shadowfax,Fashion,14324.1,COD,7,11,4,Yes,Route Optimization Failure,Yes,1,February,Q1,No,No
ORD102390,2024-11-02 07:40,2024-11-07,2024-11-07,Delhi,North,WH_DEL_01,AGT_0029,Ekart,Groceries,14296.12,COD,5,5,0,No,None,No,1,November,Q4,Yes,No
ORD102391,2024-10-19 23:59,2024-10-20,2024-10-20,Pune,West,WH_PUN_01,AGT_0051,XpressBees,Groceries,5597.55,COD,1,1,0,No,None,No,1,October,Q4,Yes,No
ORD102392,2024-07-07 17:14,2024-07-14,2024-07-13,Patna,East,WH_PAT_01,AGT_0093,Ecom Express,Electronics,10284.28,Prepaid,7,7,0,No,None,No,1,July,Q3,No,Yes
ORD102393,2024-05-02 10:54,2024-05-03,2024-05-03,Ahmedabad,West,WH_AMD_01,AGT_0007,Delhivery,Sports,13786.4,COD,1,1,0,No,None,No,1,May,Q2,No,No
ORD102394,2024-03-24 23:05,2024-03-27,2024-04-03,Indore,Central,WH_IND_01,AGT_0147,Delhivery,Home & Kitchen,2385.55,Prepaid,3,10,7,Yes,Wrong Address,Yes,1,March,Q1,No,No
ORD102395,2024-07-07 16:40,2024-07-14,2024-07-13,Kolkata,East,WH_KOL_01,AGT_0127,Delhivery,Toys,13986.22,COD,7,7,0,No,None,No,1,July,Q3,No,Yes
ORD102396,2024-09-09 02:54,2024-09-14,2024-09-13,Indore,Central,WH_IND_01,AGT_0019,DTDC,Electronics,634.98,COD,5,5,0,No,None,No,1,September,Q3,No,Yes
ORD102397,2024-05-09 22:24,2024-05-10,2024-05-10,Bangalore,South,WH_BLR_01,AGT_0062,XpressBees,Sports,3912.54,Prepaid,1,1,0,No,None,No,1,May,Q2,No,No
ORD102398,2024-07-16 17:16,2024-07-17,2024-07-17,Ahmedabad,West,WH_AMD_01,AGT_0003,BlueDart,Beauty,11494.87,COD,1,1,0,No,None,No,1,July,Q3,No,Yes
ORD102399,2024-05-23 07:19,2024-05-26,2024-05-26,Pune,West,WH_PUN_01,AGT_0061,Dunzo,Fashion,10193.39,Prepaid,3,3,0,No,None,No,1,May,Q2,No,No
ORD102400,2024-04-26 07:11,2024-04-29,2024-04-29,Mumbai,West,WH_MUM_01,AGT_0088,DTDC,Toys,11263.99,COD,3,3,0,No,None,No,1,April,Q2,No,No
ORD102401,2024-01-01 09:34,2024-01-04,2024-01-03,Delhi,North,WH_DEL_01,AGT_0139,Delhivery,Home & Kitchen,8861.73,COD,3,3,0,No,None,No,1,January,Q1,No,No
ORD102402,2024-06-25 12:01,2024-06-28,2024-06-27,Delhi,North,WH_DEL_01,AGT_0123,DTDC,Sports,7332.18,COD,3,3,0,No,None,No,1,June,Q2,No,Yes
ORD102403,2024-03-01 03:06,2024-03-02,2024-03-02,Pune,West,WH_PUN_01,AGT_0088,Ecom Express,Sports,5974.24,COD,1,1,0,No,None,No,1,March,Q1,No,No
ORD102404,2024-03-17 16:36,2024-03-22,2024-03-26,Ahmedabad,West,WH_AMD_01,AGT_0149,XpressBees,Electronics,4546.24,COD,5,9,4,Yes,Vehicle Breakdown,Yes,1,March,Q1,No,No
ORD102405,2024-11-07 16:16,2024-11-12,2024-11-12,Mumbai,West,WH_MUM_01,AGT_0047,Ecom Express,Beauty,11163.4,Prepaid,5,5,0,No,None,No,1,November,Q4,Yes,No
ORD102406,2024-11-28 22:55,2024-12-03,2024-12-08,Indore,Central,WH_IND_01,AGT_0113,Dunzo,Toys,13982.6,COD,5,10,5,Yes,Customer Unavailable,Yes,3,November,Q4,Yes,No
ORD102407,2024-01-21 20:13,2024-01-28,2024-01-28,Ahmedabad,West,WH_AMD_01,AGT_0048,Dunzo,Toys,2293.08,Prepaid,7,7,0,No,None,No,1,January,Q1,No,No
ORD102408,2024-08-15 02:42,2024-08-16,2024-08-20,Indore,Central,WH_IND_01,AGT_0045,Ecom Express,Groceries,14827.09,Prepaid,1,5,4,Yes,Vehicle Breakdown,Yes,1,August,Q3,No,Yes
ORD102409,2024-12-04 01:26,2024-12-11,2024-12-10,Bangalore,South,WH_BLR_01,AGT_0062,XpressBees,Home & Kitchen,4418.18,Prepaid,7,7,0,No,None,No,1,December,Q4,No,No
ORD102410,2024-03-14 06:39,2024-03-21,2024-03-21,Mumbai,West,WH_MUM_01,AGT_0097,BlueDart,Beauty,4306.86,Prepaid,7,7,0,No,None,No,1,March,Q1,No,No
ORD102411,2024-05-12 22:14,2024-05-13,2024-05-13,Lucknow,North,WH_LKO_01,AGT_0138,Dunzo,Sports,9867.33,Prepaid,1,1,0,No,None,No,1,May,Q2,No,No
ORD102412,2024-07-19 10:49,2024-07-21,2024-07-20,Indore,Central,WH_IND_01,AGT_0098,BlueDart,Electronics,2177.62,COD,2,2,0,No,None,No,1,July,Q3,No,Yes
ORD102413,2024-05-15 08:33,2024-05-22,2024-05-27,Bhopal,Central,WH_BHO_01,AGT_0066,BlueDart,Fashion,11731.1,COD,7,12,5,Yes,Route Optimization Failure,Yes,1,May,Q2,No,No
ORD102414,2024-07-04 11:19,2024-07-06,2024-07-05,Bangalore,South,WH_BLR_01,AGT_0094,Ekart,Books,4961.15,COD,2,2,0,No,None,No,1,July,Q3,No,Yes
ORD102415,2024-01-16 15:35,2024-01-21,2024-01-21,Kolkata,East,WH_KOL_01,AGT_0059,BlueDart,Groceries,8233.69,Prepaid,5,5,0,No,None,No,1,January,Q1,No,No
ORD102416,2024-10-29 04:10,2024-10-30,2024-10-31,Nagpur,Central,WH_NGP_01,AGT_0107,Ecom Express,Sports,657.61,Prepaid,1,2,1,Yes,Route Optimization Failure,No,1,October,Q4,Yes,No
ORD102417,2024-04-16 18:49,2024-04-23,2024-04-23,Indore,Central,WH_IND_01,AGT_0020,XpressBees,Toys,8553.03,COD,7,7,0,No,None,No,1,April,Q2,No,No
ORD102418,2024-03-21 09:36,2024-03-24,2024-03-23,Chennai,South,WH_CHN_01,AGT_0080,Ecom Express,Toys,8707.72,Prepaid,3,3,0,No,None,No,1,March,Q1,No,No
ORD102419,2024-02-28 13:00,2024-03-01,2024-03-03,Chennai,South,WH_CHN_01,AGT_0011,Delhivery,Sports,7144.46,Prepaid,2,4,2,Yes,Traffic Congestion,No,1,February,Q1,No,No
ORD102420,2024-09-26 15:19,2024-09-29,2024-09-28,Bangalore,South,WH_BLR_01,AGT_0022,BlueDart,Groceries,14094.1,Prepaid,3,3,0,No,None,No,1,September,Q3,No,Yes
ORD102421,2024-09-07 11:19,2024-09-10,2024-09-09,Nagpur,Central,WH_NGP_01,AGT_0069,BlueDart,Fashion,6065.48,COD,3,3,0,No,None,No,1,September,Q3,No,Yes
ORD102422,2024-07-31 04:55,2024-08-05,2024-08-11,Pune,West,WH_PUN_01,AGT_0071,DTDC,Toys,11731.8,COD,5,11,6,Yes,Traffic Congestion,Yes,1,July,Q3,No,Yes
ORD102423,2024-01-27 07:55,2024-02-01,2024-02-06,Bangalore,South,WH_BLR_01,AGT_0147,BlueDart,Home & Kitchen,4491.47,Prepaid,5,10,5,Yes,High Order Volume,Yes,1,January,Q1,No,No
ORD102424,2024-09-16 15:09,2024-09-18,2024-09-17,Kolkata,East,WH_KOL_01,AGT_0023,BlueDart,Beauty,6058.76,Prepaid,2,2,0,No,None,No,1,September,Q3,No,Yes
ORD102425,2024-05-12 10:28,2024-05-19,2024-05-21,Bhopal,Central,WH_BHO_01,AGT_0118,Delhivery,Sports,7358.58,COD,7,9,2,Yes,Warehouse Processing Delay,No,1,May,Q2,No,No
ORD102426,2024-02-18 11:02,2024-02-19,2024-02-19,Mumbai,West,WH_MUM_01,AGT_0090,Ekart,Electronics,9198.17,COD,1,1,0,No,None,No,1,February,Q1,No,No
ORD102427,2024-10-19 04:02,2024-10-20,2024-10-19,Delhi,North,WH_DEL_01,AGT_0001,Dunzo,Groceries,8313.17,COD,1,2,1,Yes,None,No,1,October,Q4,Yes,No
ORD102428,2024-05-17 18:41,2024-05-19,2024-05-19,Bhopal,Central,WH_BHO_01,AGT_0083,Shadowfax,Sports,7656.98,Prepaid,2,2,0,No,None,No,1,May,Q2,No,No
ORD102429,2024-03-04 02:27,2024-03-06,2024-03-06,Patna,East,WH_PAT_01,AGT_0086,Dunzo,Electronics,1386.74,Prepaid,2,2,0,No,None,No,1,March,Q1,No,No
ORD102430,2024-08-23 09:44,2024-08-24,2024-08-24,Bhopal,Central,WH_BHO_01,AGT_0150,XpressBees,Toys,13733.89,COD,1,1,0,No,None,No,1,August,Q3,No,Yes
ORD102431,2024-03-22 12:08,2024-03-25,2024-03-24,Pune,West,WH_PUN_01,AGT_0116,Dunzo,Books,10442.54,Prepaid,3,3,0,No,None,No,1,March,Q1,No,No
ORD102432,2024-11-26 13:45,2024-12-01,2024-12-08,Hyderabad,South,WH_HYD_01,AGT_0119,DTDC,Sports,4561.44,COD,5,12,7,Yes,Weather Conditions,Yes,1,November,Q4,Yes,No
ORD102433,2024-09-10 05:38,2024-09-15,2024-09-16,Jaipur,North,WH_JAI_01,AGT_0147,Ekart,Electronics,13574.45,COD,5,6,1,Yes,High Order Volume,No,1,September,Q3,No,Yes
ORD102434,2024-04-25 08:59,2024-05-02,2024-05-02,Mumbai,West,WH_MUM_01,AGT_0008,BlueDart,Beauty,2011.61,COD,7,7,0,No,None,No,1,April,Q2,No,No
ORD102435,2024-01-26 18:18,2024-01-27,2024-01-27,Nagpur,Central,WH_NGP_01,AGT_0074,Ekart,Beauty,10530.18,COD,1,1,0,No,None,No,1,January,Q1,No,No
ORD102436,2024-03-26 12:24,2024-03-28,2024-03-31,Indore,Central,WH_IND_01,AGT_0014,XpressBees,Beauty,13854.21,Prepaid,2,5,3,Yes,Customer Unavailable,Yes,2,March,Q1,No,No
ORD102437,2024-05-17 20:03,2024-05-18,2024-05-17,Nagpur,Central,WH_NGP_01,AGT_0048,Dunzo,Fashion,7081.4,Prepaid,1,1,0,No,None,No,1,May,Q2,No,No
ORD102438,2024-04-03 12:19,2024-04-04,2024-04-11,Bhopal,Central,WH_BHO_01,AGT_0134,Delhivery,Electronics,6403.4,Prepaid,1,8,7,Yes,High Order Volume,Yes,1,April,Q2,No,No
ORD102439,2024-03-05 19:51,2024-03-07,2024-03-10,Chennai,South,WH_CHN_01,AGT_0107,Shadowfax,Home & Kitchen,6808.37,COD,2,5,3,Yes,Weather Conditions,Yes,1,March,Q1,No,No
ORD102440,2024-07-31 22:30,2024-08-05,2024-08-04,Surat,West,WH_SRT_01,AGT_0043,Ekart,Electronics,14746.63,Prepaid,5,5,0,No,None,No,1,July,Q3,No,Yes
ORD102441,2024-03-24 23:19,2024-03-29,2024-03-28,Pune,West,WH_PUN_01,AGT_0037,XpressBees,Electronics,6129.86,Prepaid,5,5,0,No,None,No,1,March,Q1,No,No
ORD102442,2024-10-15 00:36,2024-10-16,2024-10-15,Lucknow,North,WH_LKO_01,AGT_0038,DTDC,Books,6570.01,COD,1,1,0,No,None,No,1,October,Q4,Yes,No
ORD102443,2024-09-14 15:15,2024-09-17,2024-09-23,Ahmedabad,West,WH_AMD_01,AGT_0103,Delhivery,Home & Kitchen,10758.82,COD,3,9,6,Yes,Traffic Congestion,Yes,1,September,Q3,No,Yes
ORD102444,2024-09-09 19:09,2024-09-10,2024-09-10,Lucknow,North,WH_LKO_01,AGT_0079,XpressBees,Home & Kitchen,14262.91,COD,1,1,0,No,None,No,1,September,Q3,No,Yes
ORD102445,2024-12-16 18:25,2024-12-23,2024-12-26,Hyderabad,South,WH_HYD_01,AGT_0132,Ekart,Sports,11129.22,Prepaid,7,10,3,Yes,Vehicle Breakdown,Yes,1,December,Q4,No,No
ORD102446,2024-10-12 22:14,2024-10-15,2024-10-17,Ahmedabad,West,WH_AMD_01,AGT_0060,Dunzo,Electronics,13395.26,Prepaid,3,5,2,Yes,Wrong Address,No,1,October,Q4,Yes,No
ORD102447,2024-06-23 07:40,2024-06-25,2024-06-27,Chennai,South,WH_CHN_01,AGT_0122,DTDC,Groceries,4756.86,Prepaid,2,4,2,Yes,Warehouse Processing Delay,No,1,June,Q2,No,Yes
ORD102448,2024-05-09 00:40,2024-05-16,2024-05-15,Indore,Central,WH_IND_01,AGT_0089,XpressBees,Home & Kitchen,10761.5,COD,7,7,0,No,None,No,1,May,Q2,No,No
ORD102449,2024-06-14 02:25,2024-06-15,2024-06-22,Mumbai,West,WH_MUM_01,AGT_0094,Delhivery,Toys,5000.81,Prepaid,1,8,7,Yes,Customer Unavailable,Yes,3,June,Q2,No,Yes
ORD102450,2024-09-30 15:03,2024-10-07,2024-10-07,Kolkata,East,WH_KOL_01,AGT_0039,Ekart,Books,9565.64,Prepaid,7,7,0,No,None,No,1,September,Q3,No,Yes
ORD102451,2024-11-27 21:43,2024-11-30,2024-11-30,Indore,Central,WH_IND_01,AGT_0096,Shadowfax,Groceries,4687.39,Prepaid,3,3,0,No,None,No,1,November,Q4,Yes,No
ORD102452,2024-02-14 04:20,2024-02-16,2024-02-15,Bhopal,Central,WH_BHO_01,AGT_0089,XpressBees,Fashion,14129.5,Prepaid,2,2,0,No,None,No,1,February,Q1,No,No
ORD102453,2024-01-11 11:45,2024-01-13,2024-01-13,Indore,Central,WH_IND_01,AGT_0029,Dunzo,Fashion,9226.92,COD,2,2,0,No,None,No,1,January,Q1,No,No
ORD102454,2024-12-20 15:54,2024-12-23,2024-12-22,Kolkata,East,WH_KOL_01,AGT_0132,Ekart,Home & Kitchen,13427.93,COD,3,3,0,No,None,No,1,December,Q4,No,No
ORD102455,2024-11-28 04:17,2024-12-03,2024-12-10,Surat,West,WH_SRT_01,AGT_0061,Ecom Express,Sports,1936.82,COD,5,12,7,Yes,Warehouse Processing Delay,Yes,1,November,Q4,Yes,No
ORD102456,2024-03-08 00:55,2024-03-09,2024-03-08,Kolkata,East,WH_KOL_01,AGT_0129,Ecom Express,Sports,4793.01,COD,1,1,0,No,None,No,1,March,Q1,No,No
ORD102457,2024-07-02 21:41,2024-07-07,2024-07-07,Patna,East,WH_PAT_01,AGT_0007,Ecom Express,Home & Kitchen,13177.38,COD,5,5,0,No,None,No,1,July,Q3,No,Yes
ORD102458,2024-09-15 01:47,2024-09-22,2024-09-23,Indore,Central,WH_IND_01,AGT_0039,XpressBees,Electronics,13759.44,COD,7,8,1,Yes,Wrong Address,No,1,September,Q3,No,Yes
ORD102459,2024-09-19 16:32,2024-09-26,2024-10-01,Ahmedabad,West,WH_AMD_01,AGT_0143,XpressBees,Beauty,718.23,COD,7,12,5,Yes,Vehicle Breakdown,Yes,1,September,Q3,No,Yes
ORD102460,2024-02-28 13:32,2024-03-04,2024-03-04,Jaipur,North,WH_JAI_01,AGT_0010,Shadowfax,Electronics,1465.64,COD,5,5,0,No,None,No,1,February,Q1,No,No
ORD102461,2024-10-29 12:21,2024-11-03,2024-11-02,Surat,West,WH_SRT_01,AGT_0123,BlueDart,Electronics,5795.87,Prepaid,5,5,0,No,None,No,1,October,Q4,Yes,No
ORD102462,2024-12-31 15:10,2025-01-01,2024-12-31,Bangalore,South,WH_BLR_01,AGT_0054,Dunzo,Home & Kitchen,10147.46,COD,1,1,0,No,None,No,1,December,Q4,No,No
ORD102463,2024-08-03 09:01,2024-08-08,2024-08-07,Kolkata,East,WH_KOL_01,AGT_0114,Ecom Express,Electronics,14397.5,Prepaid,5,5,0,No,None,No,1,August,Q3,No,Yes
ORD102464,2024-09-23 19:37,2024-09-30,2024-10-06,Indore,Central,WH_IND_01,AGT_0119,Ecom Express,Home & Kitchen,5298.19,COD,7,13,6,Yes,Weather Conditions,Yes,1,September,Q3,No,Yes
ORD102465,2024-02-10 08:24,2024-02-15,2024-02-16,Indore,Central,WH_IND_01,AGT_0126,Shadowfax,Fashion,5776.93,COD,5,6,1,Yes,Warehouse Processing Delay,No,1,February,Q1,No,No
ORD102466,2024-02-21 02:27,2024-02-24,2024-02-23,Indore,Central,WH_IND_01,AGT_0064,DTDC,Home & Kitchen,5363.75,COD,3,3,0,No,None,No,1,February,Q1,No,No
ORD102467,2024-02-15 16:03,2024-02-20,2024-02-22,Indore,Central,WH_IND_01,AGT_0110,Shadowfax,Sports,10838.42,Prepaid,5,7,2,Yes,Traffic Congestion,No,1,February,Q1,No,No
ORD102468,2024-04-19 07:49,2024-04-24,2024-04-24,Kolkata,East,WH_KOL_01,AGT_0097,Delhivery,Home & Kitchen,11949.84,Prepaid,5,5,0,No,None,No,1,April,Q2,No,No
ORD102469,2024-12-18 17:30,2024-12-19,2024-12-18,Ahmedabad,West,WH_AMD_01,AGT_0141,DTDC,Sports,12618.79,Prepaid,1,1,0,No,None,No,1,December,Q4,No,No
ORD102470,2024-12-10 04:00,2024-12-11,2024-12-17,Ahmedabad,West,WH_AMD_01,AGT_0083,Shadowfax,Books,2206.66,COD,1,7,6,Yes,Traffic Congestion,Yes,1,December,Q4,No,No
ORD102471,2024-12-02 01:21,2024-12-05,2024-12-04,Mumbai,West,WH_MUM_01,AGT_0103,Dunzo,Home & Kitchen,7683.12,Prepaid,3,3,0,No,None,No,1,December,Q4,No,No
ORD102472,2024-08-22 07:33,2024-08-29,2024-08-29,Surat,West,WH_SRT_01,AGT_0064,DTDC,Home & Kitchen,5755.97,COD,7,7,0,No,None,No,1,August,Q3,No,Yes
ORD102473,2024-04-22 21:03,2024-04-23,2024-04-24,Jaipur,North,WH_JAI_01,AGT_0005,XpressBees,Books,3467.51,Prepaid,1,2,1,Yes,Weather Conditions,No,1,April,Q2,No,No
ORD102474,2024-12-20 22:17,2024-12-21,2024-12-21,Ahmedabad,West,WH_AMD_01,AGT_0132,Ekart,Beauty,4814.26,COD,1,1,0,No,None,No,1,December,Q4,No,No
